Season,Round,TrackType,Circuit,Weather,Rainfall,Driver,Team,GridPosition,FinishingPosition,Q1,Q2,Q3,MeanDeltaQ1,MeanDeltaQ2,MeanDeltaQ3
2023,8,High-Street,Montreal,18.53024691358025,0,HAM,Mercedes,3,3,81.554,80.426,87.627,-0.7312,0.14286666666666292,-0.417444444
2023,8,High-Street,Montreal,18.53024691358025,0,LEC,Ferrari,10,4,81.843,80.615,1000,-0.4422,0.3318666666666559,911.9555555555555
2023,8,High-Street,Montreal,18.53024691358025,0,SAI,Ferrari,11,5,82.248,79.856,89.294,-0.0372,-0.427133333,1.2495555555555597
2023,8,High-Street,Montreal,18.53024691358025,0,PER,Red Bull Racing,12,6,82.151,80.959,1000,-0.1342,0.6758666666666642,911.9555555555555
2023,8,High-Street,Montreal,18.53024691358025,0,ALB,Williams,9,7,81.938,78.725,1000,-0.3472,-1.558133333,911.9555555555555
2023,8,High-Street,Montreal,18.53024691358025,0,OCO,Alpine,6,8,82.114,80.406,87.945,-0.1712,0.1228666666666669,-0.099444444
2023,8,High-Street,Montreal,18.53024691358025,0,STR,Aston Martin,16,9,82.67699999999999,81.48400000000001,1000,0.39179999999998927,1.2008666666666699,911.9555555555555
2023,8,High-Street,Montreal,18.53024691358025,0,BOT,Alfa Romeo,14,10,82.332,81.821,1000,0.046799999999990405,1.537866666666659,911.9555555555555
2023,8,High-Street,Montreal,18.53024691358025,0,PIA,McLaren,8,11,82.19,79.65899999999999,91.349,-0.0952,-0.624133333,3.3045555555555666
2023,8,High-Street,Montreal,18.53024691358025,0,GAS,Alpine,15,12,82.886,1000,1000,0.6007999999999925,919.7168666666666,911.9555555555555
2023,8,High-Street,Montreal,18.53024691358025,0,NOR,McLaren,7,13,81.998,79.34700000000001,88.04599999999999,-0.2872,-0.936133333,0.0015555555555550882
2023,8,High-Street,Montreal,18.53024691358025,0,TSU,AlphaTauri,19,14,82.746,1000,1000,0.4607999999999919,919.7168666666666,911.9555555555555
2023,8,High-Street,Montreal,18.53024691358025,0,HUL,Haas F1 Team,5,15,82.73,80.305,87.102,0.44480000000000075,0.02186666666666781,-0.942444444
2023,8,High-Street,Montreal,18.53024691358025,0,ZHO,Alfa Romeo,20,16,83.342,1000,1000,1.0567999999999955,919.7168666666666,911.9555555555555
2023,8,High-Street,Montreal,18.53024691358025,0,MAG,Haas F1 Team,13,17,82.351,81.678,1000,0.06579999999999586,1.3948666666666583,911.9555555555555
2023,8,High-Street,Montreal,18.53024691358025,0,DEV,AlphaTauri,17,18,83.137,1000,1000,0.8517999999999972,919.7168666666666,911.9555555555555
2023,8,High-Street,Montreal,18.53024691358025,0,RUS,Mercedes,4,19,81.798,80.098,87.893,-0.4872,-0.185133333,-0.151444444
2023,8,High-Street,Montreal,18.53024691358025,0,SAR,Williams,18,20,83.337,1000,1000,1.0518,919.7168666666666,911.9555555555555
2023,9,High-Circuit,Spielberg,22.398039215686275,0,VER,Red Bull Racing,1,1,65.116,64.951,64.391,-0.5414,-4.412466667,-0.4865
2023,9,High-Circuit,Spielberg,22.398039215686275,0,LEC,Ferrari,2,2,65.577,65.087,64.439,-0.0804,-4.276466667,-0.4385
2023,9,High-Circuit,Spielberg,22.398039215686275,0,PER,Red Bull Racing,15,3,65.17699999999999,126.688,1000,-0.4804,57.324533333333335,935.1225
2023,9,High-Circuit,Spielberg,22.398039215686275,0,NOR,McLaren,4,4,65.617,65.038,64.658,-0.0404,-4.325466667,-0.2195
2023,9,High-Circuit,Spielberg,22.398039215686275,0,ALO,Aston Martin,7,5,65.655,65.181,64.911,-0.0024,-4.182466667,0.03350000000000364
2023,9,High-Circuit,Spielberg,22.398039215686275,0,SAI,Ferrari,3,6,65.339,64.975,64.581,-0.3184,-4.388466667,-0.2965
2023,9,High-Circuit,Spielberg,22.398039215686275,0,RUS,Mercedes,11,7,65.686,65.428,1000,0.028600000000011505,-3.935466667,935.1225
2023,9,High-Circuit,Spielberg,22.398039215686275,0,HAM,Mercedes,5,8,65.673,65.188,64.819,0.015600000000006276,-4.175466667,-0.0585
2023,9,High-Circuit,Spielberg,22.398039215686275,0,STR,Aston Martin,6,9,65.71,65.121,64.893,0.052599999999998204,-4.242466667,0.015500000000002956
2023,9,High-Circuit,Spielberg,22.398039215686275,0,GAS,Alpine,9,10,65.515,65.30799999999999,65.17,-0.1424,-4.055466667,0.292500000000004
2023,9,High-Circuit,Spielberg,22.398039215686275,0,ALB,Williams,10,11,65.673,65.387,65.82300000000001,0.015600000000006276,-3.976466667,0.9455000000000098
2023,9,High-Circuit,Spielberg,22.398039215686275,0,ZHO,Alfa Romeo,17,12,65.818,1000,1000,0.1606000000000023,930.6365333333333,935.1225
2023,9,High-Circuit,Spielberg,22.398039215686275,0,SAR,Williams,18,13,65.94800000000001,1000,1000,0.29060000000001196,930.6365333333333,935.1225
2023,9,High-Circuit,Spielberg,22.398039215686275,0,OCO,Alpine,12,14,65.729,65.453,1000,0.07160000000000366,-3.910466667,935.1225
2023,9,High-Circuit,Spielberg,22.398039215686275,0,BOT,Alfa Romeo,14,15,65.763,65.68,1000,0.10560000000000969,-3.683466667,935.1225
2023,9,High-Circuit,Spielberg,22.398039215686275,0,PIA,McLaren,13,16,65.68299999999999,65.605,1000,0.02559999999999718,-3.758466667,935.1225
2023,9,High-Circuit,Spielberg,22.398039215686275,0,DEV,AlphaTauri,0,17,65.974,1000,1000,0.3166000000000082,930.6365333333333,935.1225
2023,9,High-Circuit,Spielberg,22.398039215686275,0,MAG,Haas F1 Team,0,18,65.971,1000,1000,0.3136000000000081,930.6365333333333,935.1225
2023,9,High-Circuit,Spielberg,22.398039215686275,0,TSU,AlphaTauri,16,19,65.784,1000,1000,0.12660000000001048,930.6365333333333,935.1225
2023,9,High-Circuit,Spielberg,22.398039215686275,0,HUL,Haas F1 Team,8,20,65.74,65.362,65.09,0.08259999999999934,-4.001466667,0.21250000000000568
2023,10,Mid-Circuit,Silverstone,21.473509933774835,0,VER,Red Bull Racing,1,1,89.428,87.702,86.72,-0.39355,-0.765571429,-0.5101
2023,10,Mid-Circuit,Silverstone,21.473509933774835,0,NOR,McLaren,2,2,88.917,88.042,86.961,-0.90455,-0.425571429,-0.2691
2023,10,Mid-Circuit,Silverstone,21.473509933774835,0,HAM,Mercedes,7,3,89.41499999999999,88.545,87.211,-0.40655,0.07742857142856963,-0.0191
2023,10,Mid-Circuit,Silverstone,21.473509933774835,0,PIA,McLaren,3,4,89.874,87.845,87.092,0.052449999999993224,-0.622571429,-0.1381
2023,10,Mid-Circuit,Silverstone,21.473509933774835,0,RUS,Mercedes,6,5,89.412,88.782,87.155,-0.40955,0.3144285714285644,-0.0751
2023,10,Mid-Circuit,Silverstone,21.473509933774835,0,PER,Red Bull Racing,15,6,89.968,1000,1000,0.14645000000000152,911.5324285714286,912.7699
2023,10,Mid-Circuit,Silverstone,21.473509933774835,0,ALO,Aston Martin,9,7,89.949,88.368,87.65899999999999,0.12744999999999607,-0.099571429,0.4288999999999987
2023,10,Mid-Circuit,Silverstone,21.473509933774835,0,ALB,Williams,8,8,89.46600000000001,88.06700000000001,87.53,-0.35555,-0.400571429,0.29990000000000805
2023,10,Mid-Circuit,Silverstone,21.473509933774835,0,LEC,Ferrari,4,9,89.143,88.361,87.136,-0.67855,-0.106571429,-0.0941
2023,10,Mid-Circuit,Silverstone,21.473509933774835,0,SAI,Ferrari,5,10,89.865,88.265,87.148,0.04344999999999288,-0.202571429,-0.0821
2023,10,Mid-Circuit,Silverstone,21.473509933774835,0,SAR,Williams,14,11,89.873,89.031,1000,0.05145000000000266,0.5634285714285738,912.7699
2023,10,Mid-Circuit,Silverstone,21.473509933774835,0,BOT,Alfa Romeo,20,12,89.798,1000,1000,-0.02355,911.5324285714286,912.7699
2023,10,Mid-Circuit,Silverstone,21.473509933774835,0,HUL,Haas F1 Team,11,13,89.60300000000001,88.896,1000,-0.21855,0.4284285714285687,912.7699
2023,10,Mid-Circuit,Silverstone,21.473509933774835,0,STR,Aston Martin,12,14,89.44800000000001,88.935,1000,-0.37355,0.4674285714285702,912.7699
2023,10,Mid-Circuit,Silverstone,21.473509933774835,0,ZHO,Alfa Romeo,17,15,90.123,1000,1000,0.30145000000000266,911.5324285714286,912.7699
2023,10,Mid-Circuit,Silverstone,21.473509933774835,0,TSU,AlphaTauri,16,16,90.025,1000,1000,0.20345000000000368,911.5324285714286,912.7699
2023,10,Mid-Circuit,Silverstone,21.473509933774835,0,DEV,AlphaTauri,18,17,90.513,1000,1000,0.6914500000000032,911.5324285714286,912.7699
2023,10,Mid-Circuit,Silverstone,21.473509933774835,0,GAS,Alpine,10,18,89.533,88.751,87.689,-0.28855,0.2834285714285727,0.45889999999999986
2023,10,Mid-Circuit,Silverstone,21.473509933774835,0,MAG,Haas F1 Team,19,19,92.378,1000,1000,2.556449999999998,911.5324285714286,912.7699
2023,10,Mid-Circuit,Silverstone,21.473509933774835,0,OCO,Alpine,13,20,89.7,88.956,1000,-0.12155,0.488428571428571,912.7699
2023,11,Low-Circuit,Budapest,28.808536585365857,0,VER,Red Bull Racing,2,1,78.318,77.547,76.612,-0.3842,-0.163066667,-0.2963
2023,11,Low-Circuit,Budapest,28.808536585365857,0,NOR,McLaren,3,2,78.697,77.328,76.694,-0.0052,-0.382066667,-0.2143
2023,11,Low-Circuit,Budapest,28.808536585365857,0,PER,Red Bull Racing,9,3,78.36,77.675,77.045,-0.3422,-0.035066667,0.1367000000000047
2023,11,Low-Circuit,Budapest,28.808536585365857,0,HAM,Mercedes,1,4,78.577,77.42699999999999,76.60900000000001,-0.1252,-0.283066667,-0.2993
2023,11,Low-Circuit,Budapest,28.808536585365857,0,PIA,McLaren,4,5,78.464,77.571,76.905,-0.2382,-0.139066667,-0.0033
2023,11,Low-Circuit,Budapest,28.808536585365857,0,RUS,Mercedes,18,6,79.027,1000,1000,0.3247999999999962,922.2899333333334,923.0917
2023,11,Low-Circuit,Budapest,28.808536585365857,0,LEC,Ferrari,6,7,78.44,77.58,76.992,-0.2622,-0.130066667,0.08370000000000744
2023,11,Low-Circuit,Budapest,28.808536585365857,0,SAI,Ferrari,11,8,78.393,77.703,1000,-0.3092,-0.007066667,923.0917
2023,11,Low-Circuit,Budapest,28.808536585365857,0,ALO,Aston Martin,8,9,78.58,77.701,77.035,-0.1222,-0.009066667,0.1266999999999996
2023,11,Low-Circuit,Budapest,28.808536585365857,0,STR,Aston Martin,14,10,78.782,78.144,1000,0.07979999999999166,0.4339333333333286,923.0917
2023,11,Low-Circuit,Budapest,28.808536585365857,0,ALB,Williams,16,11,78.917,1000,1000,0.21479999999999677,922.2899333333334,923.0917
2023,11,Low-Circuit,Budapest,28.808536585365857,0,BOT,Alfa Romeo,7,12,78.775,77.563,77.03399999999999,0.07280000000000086,-0.147066667,0.12569999999999482
2023,11,Low-Circuit,Budapest,28.808536585365857,0,RIC,AlphaTauri,13,13,78.906,78.002,1000,0.2038000000000011,0.2919333333333185,923.0917
2023,11,Low-Circuit,Budapest,28.808536585365857,0,HUL,Haas F1 Team,10,14,78.695,77.652,77.186,-0.0072,-0.058066667,0.27770000000001005
2023,11,Low-Circuit,Budapest,28.808536585365857,0,TSU,AlphaTauri,17,15,78.919,1000,1000,0.2167999999999921,922.2899333333334,923.0917
2023,11,Low-Circuit,Budapest,28.808536585365857,0,ZHO,Alfa Romeo,5,16,78.143,77.7,76.971,-0.5592,-0.010066667,0.06270000000000664
2023,11,Low-Circuit,Budapest,28.808536585365857,0,MAG,Haas F1 Team,19,17,79.206,1000,1000,0.5037999999999982,922.2899333333334,923.0917
2023,11,Low-Circuit,Budapest,28.808536585365857,0,SAR,Williams,20,18,79.248,1000,1000,0.5457999999999998,922.2899333333334,923.0917
2023,11,Low-Circuit,Budapest,28.808536585365857,0,OCO,Alpine,12,19,78.854,77.84100000000001,1000,0.15179999999999438,0.13093333333333135,923.0917
2023,11,Low-Circuit,Budapest,28.808536585365857,0,GAS,Alpine,15,20,78.743,78.217,1000,0.04079999999999018,0.5069333333333219,923.0917
2023,12,High-Circuit,Spa-Francorchamps,17.873333333333335,0,VER,Red Bull Racing,6,1,118.515,112.784,106.168,-1.23745,-0.188666667,-1.2283
2023,12,High-Circuit,Spa-Francorchamps,17.873333333333335,0,PER,Red Bull Racing,2,2,118.899,112.353,107.045,-0.85345,-0.619666667,-0.3513
2023,12,High-Circuit,Spa-Francorchamps,17.873333333333335,0,LEC,Ferrari,1,3,118.3,112.017,106.988,-1.45245,-0.955666667,-0.4083
2023,12,High-Circuit,Spa-Francorchamps,17.873333333333335,0,HAM,Mercedes,3,4,118.563,112.345,107.087,-1.18945,-0.627666667,-0.3093
2023,12,High-Circuit,Spa-Francorchamps,17.873333333333335,0,ALO,Aston Martin,9,5,118.834,112.751,107.843,-0.91845,-0.221666667,0.446700000000007
2023,12,High-Circuit,Spa-Francorchamps,17.873333333333335,0,RUS,Mercedes,8,6,119.035,112.605,107.805,-0.71745,-0.367666667,0.4087000000000103
2023,12,High-Circuit,Spa-Francorchamps,17.873333333333335,0,NOR,McLaren,7,7,119.981,112.252,107.669,0.22854999999999848,-0.720666667,0.2727000000000004
2023,12,High-Circuit,Spa-Francorchamps,17.873333333333335,0,OCO,Alpine,14,8,119.634,116.372,1000,-0.11845,3.3993333333333453,892.6037
2023,12,High-Circuit,Spa-Francorchamps,17.873333333333335,0,STR,Aston Martin,10,9,119.663,112.193,108.841,-0.08945,-0.779666667,1.4446999999999974
2023,12,High-Circuit,Spa-Francorchamps,17.873333333333335,0,TSU,AlphaTauri,11,10,119.044,113.148,1000,-0.70845,0.17533333333334156,892.6037
2023,12,High-Circuit,Spa-Francorchamps,17.873333333333335,0,GAS,Alpine,12,11,119.511,113.671,1000,-0.24145,0.6983333333333519,892.6037
2023,12,High-Circuit,Spa-Francorchamps,17.873333333333335,0,BOT,Alfa Romeo,13,12,119.484,114.694,1000,-0.26845,1.721333333333348,892.6037
2023,12,High-Circuit,Spa-Francorchamps,17.873333333333335,0,ZHO,Alfa Romeo,17,13,120.832,1000,1000,1.0795499999999976,887.0273333333333,892.6037
2023,12,High-Circuit,Spa-Francorchamps,17.873333333333335,0,ALB,Williams,15,14,120.314,1000,1000,0.5615499999999969,887.0273333333333,892.6037
2023,12,High-Circuit,Spa-Francorchamps,17.873333333333335,0,MAG,Haas F1 Team,16,15,120.02,114.16,1000,0.26754999999999995,1.187333333333342,892.6037
2023,12,High-Circuit,Spa-Francorchamps,17.873333333333335,0,RIC,AlphaTauri,19,16,122.159,1000,1000,2.40655000000001,887.0273333333333,892.6037
2023,12,High-Circuit,Spa-Francorchamps,17.873333333333335,0,SAR,Williams,18,17,121.535,1000,1000,1.7825500000000005,887.0273333333333,892.6037
2023,12,High-Circuit,Spa-Francorchamps,17.873333333333335,0,HUL,Haas F1 Team,0,18,123.166,1000,1000,3.4135500000000008,887.0273333333333,892.6037
2023,12,High-Circuit,Spa-Francorchamps,17.873333333333335,0,SAI,Ferrari,4,19,118.688,111.711,107.152,-1.06445,-1.261666667,-0.2443
2023,12,High-Circuit,Spa-Francorchamps,17.873333333333335,0,PIA,McLaren,5,20,118.872,111.534,107.365,-0.88045,-1.438666667,-0.0313
2023,13,Mid-Circuit,Zandvoort,16.791866028708135,0,VER,Red Bull Racing,1,1,80.965,78.856,70.56700000000001,-0.82945,-0.930466667,-1.5205
2023,13,Mid-Circuit,Zandvoort,16.791866028708135,0,ALO,Aston Martin,5,2,81.84,79.429,71.506,0.04554999999999154,-0.357466667,-0.5815
2023,13,Mid-Circuit,Zandvoort,16.791866028708135,0,GAS,Alpine,12,3,81.735,80.128,1000,-0.05945,0.3415333333333308,927.9125
2023,13,Mid-Circuit,Zandvoort,16.791866028708135,0,PER,Red Bull Racing,7,4,81.97200000000001,79.856,71.88,0.17754999999999654,0.06953333333332523,-0.2075
2023,13,Mid-Circuit,Zandvoort,16.791866028708135,0,SAI,Ferrari,6,5,81.321,79.929,71.754,-0.47345,0.14253333333333273,-0.3335
2023,13,Mid-Circuit,Zandvoort,16.791866028708135,0,HAM,Mercedes,13,6,81.919,80.151,1000,0.12454999999998506,0.36453333333332694,927.9125
2023,13,Mid-Circuit,Zandvoort,16.791866028708135,0,NOR,McLaren,2,7,81.276,79.769,71.104,-0.51845,-0.017466667,-0.9835
2023,13,Mid-Circuit,Zandvoort,16.791866028708135,0,ALB,Williams,4,8,80.939,79.399,71.419,-0.85545,-0.387466667,-0.6685
2023,13,Mid-Circuit,Zandvoort,16.791866028708135,0,PIA,McLaren,8,9,81.231,79.392,71.938,-0.56345,-0.394466667,-0.1495
2023,13,Mid-Circuit,Zandvoort,16.791866028708135,0,OCO,Alpine,16,10,82.11,1000,1000,0.31554999999998756,920.2135333333333,927.9125
2023,13,Mid-Circuit,Zandvoort,16.791866028708135,0,STR,Aston Martin,11,11,81.57,80.121,1000,-0.22445,0.3345333333333258,927.9125
2023,13,Mid-Circuit,Zandvoort,16.791866028708135,0,HUL,Haas F1 Team,14,12,81.89099999999999,80.25,1000,0.09654999999997926,0.4635333333333307,927.9125
2023,13,Mid-Circuit,Zandvoort,16.791866028708135,0,LAW,AlphaTauri,19,13,83.42,1000,1000,1.6255499999999898,920.2135333333333,927.9125
2023,13,Mid-Circuit,Zandvoort,16.791866028708135,0,BOT,Alfa Romeo,18,14,82.26,1000,1000,0.46554999999999325,920.2135333333333,927.9125
2023,13,Mid-Circuit,Zandvoort,16.791866028708135,0,TSU,AlphaTauri,17,15,81.781,80.23,1000,-0.01345,0.44353333333333467,927.9125
2023,13,Mid-Circuit,Zandvoort,16.791866028708135,0,MAG,Haas F1 Team,0,16,82.19200000000001,1000,1000,0.3975499999999954,920.2135333333333,927.9125
2023,13,Mid-Circuit,Zandvoort,16.791866028708135,0,RUS,Mercedes,3,17,81.345,79.62,71.294,-0.44945,-0.166466667,-0.7935
2023,13,Mid-Circuit,Zandvoort,16.791866028708135,0,ZHO,Alfa Romeo,15,18,82.06700000000001,1000,1000,0.2725499999999954,920.2135333333333,927.9125
2023,13,Mid-Circuit,Zandvoort,16.791866028708135,0,LEC,Ferrari,9,19,82.019,79.6,72.66499999999999,0.2245499999999936,-0.186466667,0.5774999999999864
2023,13,Mid-Circuit,Zandvoort,16.791866028708135,0,SAR,Williams,10,20,82.036,80.06700000000001,76.748,0.2415499999999895,0.28053333333333796,4.660499999999999
2023,14,High-Circuit,Monza,29.330128205128204,0,VER,Red Bull Racing,2,1,81.57300000000001,80.937,80.307,-0.5564,-0.5184,-0.4012
2023,14,High-Circuit,Monza,29.330128205128204,0,PER,Red Bull Racing,5,2,81.911,81.24,80.688,-0.2184,-0.2154,-0.0202
2023,14,High-Circuit,Monza,29.330128205128204,0,SAI,Ferrari,1,3,81.965,80.991,80.294,-0.1644,-0.4644,-0.4142
2023,14,High-Circuit,Monza,29.330128205128204,0,LEC,Ferrari,3,4,81.788,80.977,80.361,-0.3414,-0.4784,-0.3472
2023,14,High-Circuit,Monza,29.330128205128204,0,RUS,Mercedes,4,5,82.148,81.382,80.67099999999999,0.01859999999999218,-0.0734,-0.0372
2023,14,High-Circuit,Monza,29.330128205128204,0,HAM,Mercedes,8,6,81.977,81.369,80.82,-0.1524,-0.0864,0.11179999999998813
2023,14,High-Circuit,Monza,29.330128205128204,0,ALB,Williams,6,7,81.661,81.27199999999999,80.76,-0.4684,-0.1834,0.05180000000000007
2023,14,High-Circuit,Monza,29.330128205128204,0,NOR,McLaren,9,8,81.995,81.581,80.979,-0.1344,0.1256000000000057,0.27079999999999416
2023,14,High-Circuit,Monza,29.330128205128204,0,ALO,Aston Martin,10,9,82.043,81.543,81.417,-0.0864,0.087600000000009,0.7087999999999965
2023,14,High-Circuit,Monza,29.330128205128204,0,BOT,Alfa Romeo,14,10,82.249,81.94,1000,0.11959999999999127,0.48460000000000036,919.2918
2023,14,High-Circuit,Monza,29.330128205128204,0,LAW,AlphaTauri,12,11,82.112,81.758,1000,-0.0174,0.3025999999999982,919.2918
2023,14,High-Circuit,Monza,29.330128205128204,0,PIA,McLaren,7,12,82.106,81.527,80.785,-0.0234,0.07160000000000366,0.07679999999999154
2023,14,High-Circuit,Monza,29.330128205128204,0,SAR,Williams,15,13,81.93,81.944,1000,-0.1994,0.48860000000000525,919.2918
2023,14,High-Circuit,Monza,29.330128205128204,0,ZHO,Alfa Romeo,16,14,82.39,1000,1000,0.2605999999999966,918.5446,919.2918
2023,14,High-Circuit,Monza,29.330128205128204,0,GAS,Alpine,17,15,82.545,1000,1000,0.41559999999999775,918.5446,919.2918
2023,14,High-Circuit,Monza,29.330128205128204,0,STR,Aston Martin,20,16,82.86,1000,1000,0.7305999999999955,918.5446,919.2918
2023,14,High-Circuit,Monza,29.330128205128204,0,HUL,Haas F1 Team,13,17,82.343,81.776,1000,0.21359999999999957,0.3205999999999989,919.2918
2023,14,High-Circuit,Monza,29.330128205128204,0,MAG,Haas F1 Team,19,18,82.592,1000,1000,0.4625999999999948,918.5446,919.2918
2023,14,High-Circuit,Monza,29.330128205128204,0,OCO,Alpine,18,19,82.548,1000,1000,0.41859999999999786,918.5446,919.2918
2023,14,High-Circuit,Monza,29.330128205128204,0,TSU,AlphaTauri,11,20,81.852,81.594,1000,-0.2774,0.13859999999999673,919.2918
2023,15,Low-Street,Marina Bay,29.844318181818185,0,SAI,Ferrari,1,1,92.339,91.439,90.984,-0.2083,-0.676428571,-0.4957
2023,15,Low-Street,Marina Bay,29.844318181818185,0,NOR,McLaren,4,2,92.483,91.951,91.27,-0.0643,-0.164428571,-0.2097
2023,15,Low-Street,Marina Bay,29.844318181818185,0,HAM,Mercedes,5,3,92.651,92.019,91.485,0.10370000000000346,-0.096428571,0.005299999999991201
2023,15,Low-Street,Marina Bay,29.844318181818185,0,LEC,Ferrari,3,4,92.406,92.012,91.063,-0.1413,-0.103428571,-0.4167
2023,15,Low-Street,Marina Bay,29.844318181818185,0,VER,Red Bull Racing,11,5,92.398,92.173,1000,-0.1493,0.05757142857143549,908.5203
2023,15,Low-Street,Marina Bay,29.844318181818185,0,GAS,Alpine,12,6,92.452,92.274,1000,-0.0953,0.15857142857143458,908.5203
2023,15,Low-Street,Marina Bay,29.844318181818185,0,PIA,McLaren,17,7,92.902,1000,1000,0.35470000000000823,907.8845714285715,908.5203
2023,15,Low-Street,Marina Bay,29.844318181818185,0,PER,Red Bull Racing,13,8,92.099,92.31,1000,-0.4483,0.19457142857143594,908.5203
2023,15,Low-Street,Marina Bay,29.844318181818185,0,LAW,AlphaTauri,10,9,92.215,92.166,92.268,-0.3323,0.05057142857143049,0.7882999999999925
2023,15,Low-Street,Marina Bay,29.844318181818185,0,MAG,Haas F1 Team,6,10,92.242,91.892,91.575,-0.3053,-0.223428571,0.09529999999999461
2023,15,Low-Street,Marina Bay,29.844318181818185,0,ALB,Williams,14,11,92.668,93.719,1000,0.12070000000001357,1.6035714285714278,908.5203
2023,15,Low-Street,Marina Bay,29.844318181818185,0,ZHO,Alfa Romeo,0,12,93.258,1000,1000,0.7107000000000028,907.8845714285715,908.5203
2023,15,Low-Street,Marina Bay,29.844318181818185,0,HUL,Haas F1 Team,9,13,92.1,91.994,91.808,-0.4473,-0.121428571,0.3282999999999987
2023,15,Low-Street,Marina Bay,29.844318181818185,0,SAR,Williams,18,14,93.252,1000,1000,0.7047000000000025,907.8845714285715,908.5203
2023,15,Low-Street,Marina Bay,29.844318181818185,0,ALO,Aston Martin,7,15,92.584,91.835,91.615,0.03670000000001039,-0.280428571,0.13529999999998665
2023,15,Low-Street,Marina Bay,29.844318181818185,0,RUS,Mercedes,2,16,92.331,91.743,91.056,-0.2163,-0.372428571,-0.4237
2023,15,Low-Street,Marina Bay,29.844318181818185,0,BOT,Alfa Romeo,16,17,92.809,1000,1000,0.2617000000000047,907.8845714285715,908.5203
2023,15,Low-Street,Marina Bay,29.844318181818185,0,OCO,Alpine,8,18,92.369,92.089,91.673,-0.1783,-0.026428571,0.1932999999999936
2023,15,Low-Street,Marina Bay,29.844318181818185,0,TSU,AlphaTauri,15,19,91.991,1000,1000,-0.5563,907.8845714285715,908.5203
2023,15,Low-Street,Marina Bay,29.844318181818185,0,STR,Aston Martin,,,93.397,1000,1000,0.8497000000000128,907.8845714285715,908.5203
2023,16,High-Circuit,Suzuka,27.28860759493671,0,VER,Red Bull Racing,1,1,89.878,89.964,88.877,-0.883789474,-0.311733333,-0.909
2023,16,High-Circuit,Suzuka,27.28860759493671,0,NOR,McLaren,3,2,90.063,90.296,89.493,-0.698789474,0.02026666666667154,-0.293
2023,16,High-Circuit,Suzuka,27.28860759493671,0,PIA,McLaren,2,3,90.439,90.122,89.458,-0.322789474,-0.153733333,-0.328
2023,16,High-Circuit,Suzuka,27.28860759493671,0,LEC,Ferrari,4,4,90.393,89.94,89.542,-0.368789474,-0.335733333,-0.244
2023,16,High-Circuit,Suzuka,27.28860759493671,0,HAM,Mercedes,7,5,90.811,90.03999999999999,89.908,0.049210526315803804,-0.235733333,0.12199999999999989
2023,16,High-Circuit,Suzuka,27.28860759493671,0,SAI,Ferrari,6,6,90.651,90.06700000000001,89.85,-0.110789474,-0.208733333,0.06399999999999295
2023,16,High-Circuit,Suzuka,27.28860759493671,0,RUS,Mercedes,8,7,90.811,90.268,90.219,0.049210526315803804,-0.007733333,0.4329999999999927
2023,16,High-Circuit,Suzuka,27.28860759493671,0,ALO,Aston Martin,10,8,90.971,90.465,90.56,0.2092105263158004,0.18926666666666847,0.7740000000000009
2023,16,High-Circuit,Suzuka,27.28860759493671,0,OCO,Alpine,14,9,90.96,90.586,1000,0.1982105263157905,0.3102666666666636,910.2139999999999
2023,16,High-Circuit,Suzuka,27.28860759493671,0,GAS,Alpine,12,10,90.843,90.509,1000,0.08121052631580028,0.2332666666666654,910.2139999999999
2023,16,High-Circuit,Suzuka,27.28860759493671,0,LAW,AlphaTauri,11,11,90.425,90.508,1000,-0.336789474,0.23226666666666063,910.2139999999999
2023,16,High-Circuit,Suzuka,27.28860759493671,0,TSU,AlphaTauri,9,12,90.733,90.204,90.303,-0.028789474,-0.071733333,0.5169999999999959
2023,16,High-Circuit,Suzuka,27.28860759493671,0,ZHO,Alfa Romeo,19,13,91.398,1000,1000,0.6362105263157929,909.7242666666666,910.2139999999999
2023,16,High-Circuit,Suzuka,27.28860759493671,0,HUL,Haas F1 Team,18,14,91.299,1000,1000,0.5372105263158033,909.7242666666666,910.2139999999999
2023,16,High-Circuit,Suzuka,27.28860759493671,0,MAG,Haas F1 Team,15,15,90.976,90.665,1000,0.21421052631579585,0.3892666666666713,910.2139999999999
2023,16,High-Circuit,Suzuka,27.28860759493671,0,ALB,Williams,13,16,90.941,90.537,1000,0.17921052631579926,0.2612666666666712,910.2139999999999
2023,16,High-Circuit,Suzuka,27.28860759493671,0,SAR,Williams,0,17,1000,1000,1000,909.2382105263158,909.7242666666666,910.2139999999999
2023,16,High-Circuit,Suzuka,27.28860759493671,0,STR,Aston Martin,17,18,91.181,1000,1000,0.41921052631579414,909.7242666666666,910.2139999999999
2023,16,High-Circuit,Suzuka,27.28860759493671,0,PER,Red Bull Racing,5,19,90.652,89.965,89.65,-0.109789474,-0.310733333,-0.136
2023,16,High-Circuit,Suzuka,27.28860759493671,0,BOT,Alfa Romeo,16,20,91.049,1000,1000,0.28721052631580335,909.7242666666666,910.2139999999999
2023,17,High-Circuit,Lusail,31.46289308176101,0,VER,Red Bull Racing,1,1,85.007,84.483,83.77799999999999,-0.91055,-0.593266667,-0.667444444
2023,17,High-Circuit,Lusail,31.46289308176101,0,PIA,McLaren,6,2,85.26599999999999,84.724,84.53999999999999,-0.65155,-0.352266667,0.0945555555555444
